NUEVO_ID,ATSEG,Predicted,Prob_SEG_A,Prob_SEG_B,Prob_SEG_C,Max_Prob,ORAL_TRX_mean,UC_TRX_mean,TOTAL_TRX_mean,N_CLMOTHERS_mean,IL23_TRX_mean
12694,SEG_C,SEG_A,0.9021804928779602,0.048284925520420074,0.04953451454639435,0.9021804928779602,0.0,0.0857414010253135,-0.232577959127046,0.127906976744186,0.0
7094,SEG_B,SEG_C,0.0021267884876579046,0.09610651433467865,0.9017667174339294,0.9017667174339294,0.5331928284483795,7.552692040905661,6.373308661421223,8.707611861625159,0.3672964549774763
9965,SEG_B,SEG_A,0.9008206725120544,0.07240347564220428,0.026775814592838287,0.9008206725120544,0.0,0.0,-0.1471245487945972,0.0,0.0
4550,SEG_B,SEG_A,0.8962998986244202,0.05392860248684883,0.04977153241634369,0.8962998986244202,0.0,0.3923420786546751,0.0837600739270787,0.4186046511627907,0.0
13791,SEG_B,SEG_A,0.8948720097541809,0.0883965790271759,0.016731448471546173,0.8948720097541809,0.0,0.0,-0.2997942478588647,0.2209302325581395,0.0
11855,SEG_B,SEG_A,0.894863486289978,0.08080929517745972,0.02432716079056263,0.894863486289978,0.0,0.0173930782466783,-0.2021635562294217,0.0116279069767441,0.0
11950,SEG_B,SEG_C,0.001630242564715445,0.10455236583948135,0.8938174247741699,0.8938174247741699,0.5529979187531248,7.552692040905661,6.138551230382129,8.707611861625159,0.3872113235093714
15394,SEG_B,SEG_A,0.893701434135437,0.054837264120578766,0.051461249589920044,0.893701434135437,0.0,0.1639171234456211,-0.1475159857398034,0.2209302325581395,0.0
13454,SEG_B,SEG_A,0.8936848044395447,0.08461624383926392,0.02169894427061081,0.8936848044395447,0.0,0.0,-0.2880226488389436,0.0,0.0
15343,SEG_B,SEG_A,0.8920630812644958,0.06537751108407974,0.04255940765142441,0.8920630812644958,0.0,0.0,-0.2123353425444888,0.0,0.0
4674,SEG_B,SEG_A,0.8909239768981934,0.05815830081701279,0.050917740911245346,0.8909239768981934,0.0,0.0947528071949337,-0.172829321104645,0.127906976744186,0.0
13018,SEG_C,SEG_A,0.8901618719100952,0.03830472379922867,0.07153333723545074,0.8901618719100952,0.0,0.3160555585120536,-0.0421178720694875,0.4069767441860465,0.0
15059,SEG_B,SEG_A,0.8898513317108154,0.08065372705459595,0.029494985938072205,0.8898513317108154,0.0021325581395348,0.0565341564224008,-0.2769218191412666,0.1046511627906976,0.0048744186046511
15171,SEG_B,SEG_A,0.8886534571647644,0.08283994346857071,0.028506554663181305,0.8886534571647644,0.0,0.0,-0.2896267970795831,0.0,0.0
1507,SEG_B,SEG_A,0.8871505260467529,0.05986984074115753,0.05297963321208954,0.8871505260467529,0.0,0.0,-0.1184344504150966,0.0,0.0
1598,SEG_B,SEG_A,0.8861469030380249,0.05813465267419815,0.05571844428777695,0.8861469030380249,0.0,0.3334308977702092,-0.0423662363337718,0.5930232558139535,0.0
1071,SEG_B,SEG_A,0.8840712308883667,0.07293897867202759,0.04298979789018631,0.8840712308883667,0.002153488372093,0.0082131516860908,-0.2691293390865008,0.0,0.0
8926,SEG_C,SEG_A,0.8831806778907776,0.07696537673473358,0.03985399380326271,0.8831806778907776,0.0,0.1333705852092314,-0.0628912821046425,0.1976744186046511,0.0
8274,SEG_B,SEG_A,0.8825554847717285,0.08469878137111664,0.032745685428380966,0.8825554847717285,0.0,0.0,-0.2529853260694528,0.0,0.0
4153,SEG_C,SEG_A,0.8820309042930603,0.1055101677775383,0.012458953075110912,0.8820309042930603,0.0062232558139534,0.0313181842371348,-0.2837355909658623,0.0116279069767441,0.0
295,SEG_C,SEG_A,0.8819194436073303,0.09428120404481888,0.023799309507012367,0.8819194436073303,0.0063279069767441,0.2102158834903233,-0.1359413439169955,0.5232558139534884,0.0
16707,SEG_C,SEG_A,0.8793609738349915,0.08465956896543503,0.035979416221380234,0.8793609738349915,0.0,0.0521526262572508,-0.1840626943249075,0.2209302325581395,0.0
17346,SEG_B,SEG_A,0.8780058026313782,0.08475906401872635,0.03723509982228279,0.8780058026313782,0.0,0.0,-0.3144675590438038,0.0,0.0
6551,SEG_B,SEG_A,0.8777523636817932,0.07525964081287384,0.04698801413178444,0.8777523636817932,0.0,0.1477657743955439,-0.1547550917770989,0.1976744186046511,0.0
9644,SEG_C,SEG_A,0.8774574995040894,0.056447383016347885,0.06609508395195007,0.8774574995040894,0.0,0.2041402799212388,-0.1336044901286044,0.2906976744186046,0.0
3460,SEG_B,SEG_A,0.877001941204071,0.0759178102016449,0.04708019271492958,0.877001941204071,0.0,0.0,-0.3002884989384131,0.0,0.0
5436,SEG_B,SEG_C,0.0030913816299289465,0.1220848336815834,0.8748237490653992,0.8748237490653992,0.517014789729049,7.455371094107851,5.912426599323172,7.930036884896273,0.2634446055956852
8930,SEG_B,SEG_A,0.8723636865615845,0.09718142449855804,0.030454937368631363,0.8723636865615845,0.0,0.0,-0.2629242321766124,0.0,0.0
6963,SEG_C,SEG_A,0.8721242547035217,0.06262169778347015,0.0652540996670723,0.8721242547035217,0.0,0.072463768115942,-0.1953939267814716,0.0813953488372093,0.0
12174,SEG_B,SEG_A,0.8716220855712891,0.05827484652400017,0.0701029896736145,0.8716220855712891,0.0,0.0586096180795771,-0.2585007469508796,0.0813953488372093,0.0
12007,SEG_B,SEG_A,0.8712238669395447,0.07655813544988632,0.0522180013358593,0.8712238669395447,0.0,0.171846451315346,-0.0968843601120798,0.2441860465116279,0.0
7062,SEG_B,SEG_A,0.8707940578460693,0.0821945071220398,0.04701147601008415,0.8707940578460693,0.004213953488372,0.1029925673638089,-0.1229378333717337,0.3953488372093023,0.0
2508,SEG_B,SEG_A,0.870652437210083,0.07289504259824753,0.05645257234573364,0.870652437210083,0.0,0.0439572135596828,0.0162235749093872,0.1627906976744186,0.0
16135,SEG_B,SEG_A,0.8697564601898193,0.08656247705221176,0.043681077659130096,0.8697564601898193,0.0,0.0674879818352757,-0.2477473794782988,0.0930232558139534,0.0096232558139534
12400,SEG_B,SEG_A,0.8690946698188782,0.09883809089660645,0.03206726536154747,0.8690946698188782,0.0171395348837209,0.2376669682294716,-0.1039834902797287,0.3023255813953488,0.0024372093023255
12170,SEG_B,SEG_A,0.8683324456214905,0.08650370687246323,0.0451638400554657,0.8683324456214905,0.0,0.5908945771912086,0.2860444057962397,0.686046511627907,0.0048744186046511
4813,SEG_C,SEG_B,0.0578506663441658,0.8674042820930481,0.07474497705698013,0.8674042820930481,0.1991958758075546,5.568422548641767,4.969835195249467,6.0958813142473245,0.0048744186046511
1689,SEG_B,SEG_A,0.8672303557395935,0.08891238272190094,0.04385724291205406,0.8672303557395935,0.0186209302325581,0.3522430950987175,-0.0133574365772173,0.2093023255813953,0.0
3089,SEG_B,SEG_A,0.8670458793640137,0.08700783550739288,0.045946281403303146,0.8670458793640137,0.0,0.193310627428024,-0.1381698093107489,0.1860465116279069,0.0046511627906976
13792,SEG_B,SEG_A,0.8669752478599548,0.11480030417442322,0.018224481493234634,0.8669752478599548,0.0,0.0,-0.316288484073719,0.0116279069767441,0.0
4000,SEG_B,SEG_C,0.0020026378333568573,0.13270600140094757,0.8652913570404053,0.8652913570404053,0.4802701645405828,7.497351624387564,6.025512757510679,8.518187644575995,0.3906803284149627
10422,SEG_B,SEG_A,0.8618736863136292,0.0823526531457901,0.055773667991161346,0.8618736863136292,0.0,0.6971777269260108,0.3914443775533209,0.6627906976744186,0.0
16960,SEG_B,SEG_A,0.8617759346961975,0.08497414737939835,0.05324992164969444,0.8617759346961975,0.0,0.0869210437620846,-0.2483072829568849,0.1046511627906976,0.0
893,SEG_C,SEG_A,0.8617451190948486,0.06298559159040451,0.07526931911706924,0.8617451190948486,0.0,0.0,-0.2390391461719697,0.0,0.0
1061,SEG_B,SEG_C,0.0015180669724941254,0.13799896836280823,0.860482931137085,0.860482931137085,0.5040702523689738,7.552692040905661,6.154323175834656,8.707611861625159,0.3896136490907667
13079,SEG_B,SEG_A,0.8594616651535034,0.06998436152935028,0.07055400311946869,0.8594616651535034,0.0,0.2294715555319036,0.1906322697644689,0.3255813953488372,0.0
6032,SEG_C,SEG_A,0.859205961227417,0.07220406085252762,0.06858998537063599,0.859205961227417,0.0,0.0586096180795771,-0.2333112840370527,0.1511627906976744,0.0
4245,SEG_C,SEG_A,0.8590497374534607,0.071968674659729,0.0689816102385521,0.8590497374534607,0.0,0.0361786670924023,-0.2215725112166504,0.1511627906976744,0.0
11832,SEG_C,SEG_A,0.8589692115783691,0.09994399547576904,0.04108685627579689,0.8589692115783691,0.0,0.2161140971741791,-0.1266744458565904,0.2906976744186046,0.0097488372093023
18011,SEG_B,SEG_A,0.8589411377906799,0.06887464225292206,0.0721842423081398,0.8589411377906799,0.0,0.2785642062689585,-0.0259587108346278,0.3953488372093023,0.0
4637,SEG_B,SEG_A,0.8585479259490967,0.0857626423239708,0.055689454078674316,0.8585479259490967,0.0,0.3554095045500506,0.6274125869675261,0.5116279069767442,0.0012186046511627
18503,SEG_B,SEG_C,0.002894425066187978,0.13904902338981628,0.8580565452575684,0.8580565452575684,0.4966620689198946,7.538571199071288,5.995021202371967,8.57762629692943,0.3382042322305194
13165,SEG_B,SEG_C,0.0017560343258082867,0.14176622033119202,0.856477677822113,0.856477677822113,0.4885919501644705,7.03126530053426,5.87346187568959,7.531310342265715,0.3203372858644036
8038,SEG_B,SEG_C,0.002105145249515772,0.1421176642179489,0.8557772040367126,0.8557772040367126,0.5529979187531248,7.552692040905661,6.283515291617954,8.707611861625159,0.3830101034513407
18336,SEG_B,SEG_A,0.855258584022522,0.12218671292066574,0.02255472168326378,0.855258584022522,0.0064790697674418,0.0433008709843364,-0.2335484997807458,0.0232558139534883,0.0048744186046511
13651,SEG_B,SEG_A,0.8551415205001831,0.08827380836009979,0.05658465996384621,0.8551415205001831,0.0,0.2109431820197612,0.0950888289346225,0.1744186046511628,0.0
